,n_ap,first_ap_time,first_ap_amp,first_ap_width
591,1,8,49.899591418379146,33.02525867741605
592,3,6,53.34693507911469,7.424239367921725
593,1,6,48.70933267128513,8.459882889087966
594,1,6,51.99467757946992,15.099015230117002
595,1,9,39.249013083110924,20.149071931994612
596,1,7,52.53197862380346,13.293873787745834
597,1,6,50.951914560318826,7.141079285920059
598,2,6,60.385316492461904,18.3787317603752
599,1,7,52.83905756323965,11.010698155469413
600,2,9,67.90468176965484,6.0897131799198
601,1,7,58.871521705695145,17.221853828897594
602,3,6,55.479504423595046,8.341829078176652
603,2,6,42.48127784945949,6.178898409339194
604,1,9,31.648561952428807,12.029323592081052
605,1,7,55.66519775589738,12.351173179165682
606,2,6,51.34333472860068,3.928777481316275
607,2,7,41.918352471575524,5.207575504028804
608,2,7,51.77008955621254,3.885913850389901
609,1,7,36.74979098947613,16.014419133781843
610,1,7,45.82267584275807,15.300051068992708
611,2,6,41.7537325304181,3.3853132323365456
612,1,7,49.336798484446014,10.402419316652773
613,1,7,49.04140274347851,30.258691968401596
614,1,7,47.44011622273997,9.9287058653177
615,2,7,44.442979055958425,7.123527820853405
616,4,6,55.33481889309622,14.014888636329912
617,1,6,51.78954302582302,5.439306274902184
618,2,6,47.28188277004953,38.940415339258706
619,1,7,56.51080456742192,41.82807831806369
620,2,7,45.566031885238466,3.5293382871940935
621,1,7,40.826159118522796,18.196600320910566
622,1,6,60.31266904571615,29.766954915583742
623,1,7,42.04824510366926,20.786496257777088
624,2,5,49.82305495598276,13.570764972618566
625,1,7,49.14752454237997,9.107696861623307
626,1,8,47.85912622187646,132.55789832927042
627,1,8,46.29219470743005,36.95029112370442
628,1,7,36.95199621800426,8.66126079949371
